MMSI_x,BaseDateTime_x,LAT_x,LON_x,SOG_x,COG_x,Heading_x,VesselName_x,IMO_x,CallSign_x,VesselType_x,Status_x,Length_x,Width_x,Draft_x,Cargo_x,MMSI_y,BaseDateTime_y,LAT_y,LON_y,SOG_y,COG_y,Heading_y,VesselName_y,IMO_y,CallSign_y,VesselType_y,Status_y,Length_y,Width_y,Draft_y,Cargo_y,
367798430,2017-12-19T20:26:22,40.70355,-74.00597,0.1,146.3,244.0,H207,,WDJ6505,1012,under way using engine,,,,,314.5-568.5,367531720,2017-12-19T20:26:23,40.74061,-74.01176,0.1,155.7,511.0,FDNY M1B,,WDG3983,,undefined,,,,,314.5-568.5
367798430,2017-12-19T20:26:22,40.70355,-74.00597,0.1,146.3,244.0,H207,,WDJ6505,1012,under way using engine,,,,,314.5-569,367531720,2017-12-19T20:26:23,40.74061,-74.01176,0.1,155.7,511.0,FDNY M1B,,WDG3983,,undefined,,,,,314.5-569
366902340,2017-12-19T22:17:59,40.71466,-74.01774,0.1,3.8,511.0,JERSEY CITY,,WDH3600,1012,restricted maneuverability,23.93,8.7,,,314-568.5,367661340,2017-12-19T22:18:03,40.71346,-74.01721,0.0,23.2,511.0,NYPD 701,,WDH8774,1018,under way using engine,,,,,314-568.5
366902340,2017-12-19T22:17:59,40.71466,-74.01774,0.1,3.8,511.0,JERSEY CITY,,WDH3600,1012,restricted maneuverability,23.93,8.7,,,314-569,367661340,2017-12-19T22:18:03,40.71346,-74.01721,0.0,23.2,511.0,NYPD 701,,WDH8774,1018,under way using engine,,,,,314-569
366902340,2017-12-19T22:17:59,40.71466,-74.01774,0.1,3.8,511.0,JERSEY CITY,,WDH3600,1012,restricted maneuverability,23.93,8.7,,,314.5-568.5,367661340,2017-12-19T22:18:03,40.71346,-74.01721,0.0,23.2,511.0,NYPD 701,,WDH8774,1018,under way using engine,,,,,314.5-568.5
366902340,2017-12-19T22:17:59,40.71466,-74.01774,0.1,3.8,511.0,JERSEY CITY,,WDH3600,1012,restricted maneuverability,23.93,8.7,,,314.5-569,367661340,2017-12-19T22:18:03,40.71346,-74.01721,0.0,23.2,511.0,NYPD 701,,WDH8774,1018,under way using engine,,,,,314.5-569
368528000,2017-12-19T22:45:33,36.84227,-76.29960,0.0,-168.3,511.0,SHEARWATER,IMO8993966,WDF5838,1020,moored,33.25,11.9,,,284-585.5,367519280,2017-12-19T22:45:38,36.82322,-76.28848,0.0,-165.4,511.0,OCEAN ENDEAVOR,IMO8851481,WDG2788,1025,power-driven vessel pushing ahead or towing alongside,18.14,6.7,,,284-585.5
368528000,2017-12-19T22:45:33,36.84227,-76.29960,0.0,-168.3,511.0,SHEARWATER,IMO8993966,WDF5838,1020,moored,33.25,11.9,,,284-586,367519280,2017-12-19T22:45:38,36.82322,-76.28848,0.0,-165.4,511.0,OCEAN ENDEAVOR,IMO8851481,WDG2788,1025,power-driven vessel pushing ahead or towing alongside,18.14,6.7,,,284-586
368528000,2017-12-19T22:45:33,36.84227,-76.29960,0.0,-168.3,511.0,SHEARWATER,IMO8993966,WDF5838,1020,moored,33.25,11.9,,,284.5-585.5,367519280,2017-12-19T22:45:38,36.82322,-76.28848,0.0,-165.4,511.0,OCEAN ENDEAVOR,IMO8851481,WDG2788,1025,power-driven vessel pushing ahead or towing alongside,18.14,6.7,,,284.5-585.5
368528000,2017-12-19T22:45:33,36.84227,-76.29960,0.0,-168.3,511.0,SHEARWATER,IMO8993966,WDF5838,1020,moored,33.25,11.9,,,284.5-586,367519280,2017-12-19T22:45:38,36.82322,-76.28848,0.0,-165.4,511.0,OCEAN ENDEAVOR,IMO8851481,WDG2788,1025,power-driven vessel pushing ahead or towing alongside,18.14,6.7,,,284.5-586
367597230,2017-12-19T23:11:03,40.74061,-74.01242,0.0,-194.1,274.0,FDNY 343,,WDH2404,1018,undefined,38.07,,,,314-568.5,367752090,2017-12-19T23:11:03,40.70174,-74.02235,30.2,163.0,511.0,BETSY ROSS,IMO9725287,WDI9782,1012,under way using engine,33.52,,,,314-568.5
367597230,2017-12-19T23:11:03,40.74061,-74.01242,0.0,-194.1,274.0,FDNY 343,,WDH2404,1018,undefined,38.07,,,,314-569,367752090,2017-12-19T23:11:03,40.70174,-74.02235,30.2,163.0,511.0,BETSY ROSS,IMO9725287,WDI9782,1012,under way using engine,33.52,,,,314-569
367597230,2017-12-19T23:11:03,40.74061,-74.01242,0.0,-194.1,274.0,FDNY 343,,WDH2404,1018,undefined,38.07,,,,314.5-568.5,367752090,2017-12-19T23:11:03,40.70174,-74.02235,30.2,163.0,511.0,BETSY ROSS,IMO9725287,WDI9782,1012,under way using engine,33.52,,,,314.5-568.5
367597230,2017-12-19T23:11:03,40.74061,-74.01242,0.0,-194.1,274.0,FDNY 343,,WDH2404,1018,undefined,38.07,,,,314.5-569,367752090,2017-12-19T23:11:03,40.70174,-74.02235,30.2,163.0,511.0,BETSY ROSS,IMO9725287,WDI9782,1012,under way using engine,33.52,,,,314.5-569
338212367,2017-12-19T23:11:38,38.97460,-76.48058,0.1,-49.6,511.0,MIDNIGHT STAR,,,,,,,,,300-587.5,338190755,2017-12-19T23:11:34,38.94332,-76.45904,0.0,-49.6,511.0,MAGNA GRAECIA,,,,,7.47,,,,300-587.5
338212367,2017-12-19T23:11:38,38.97460,-76.48058,0.1,-49.6,511.0,MIDNIGHT STAR,,,,,,,,,300-588,338190755,2017-12-19T23:11:34,38.94332,-76.45904,0.0,-49.6,511.0,MAGNA GRAECIA,,,,,7.47,,,,300-588
338212367,2017-12-19T23:11:38,38.97460,-76.48058,0.1,-49.6,511.0,MIDNIGHT STAR,,,,,,,,,300.5-587.5,338190755,2017-12-19T23:11:34,38.94332,-76.45904,0.0,-49.6,511.0,MAGNA GRAECIA,,,,,7.47,,,,300.5-587.5
338212367,2017-12-19T23:11:38,38.97460,-76.48058,0.1,-49.6,511.0,MIDNIGHT STAR,,,,,,,,,300.5-588,338190755,2017-12-19T23:11:34,38.94332,-76.45904,0.0,-49.6,511.0,MAGNA GRAECIA,,,,,7.47,,,,300.5-588
338143158,2017-12-20T01:36:35,34.24883,-77.95337,0.0,15.5,511.0,DREDGE BRUNSWICK,,,,restricted maneuverability,82.3,,,,264-598.5,367633030,2017-12-20T01:36:37,34.22681,-77.95392,0.0,-165.8,511.0,DANCING GIRL,,WDH5942,1019,,22.86,,,,264-598.5
338143158,2017-12-20T01:36:35,34.24883,-77.95337,0.0,15.5,511.0,DREDGE BRUNSWICK,,,,restricted maneuverability,82.3,,,,264-599,367633030,2017-12-20T01:36:37,34.22681,-77.95392,0.0,-165.8,511.0,DANCING GIRL,,WDH5942,1019,,22.86,,,,264-599
338143158,2017-12-20T01:36:35,34.24883,-77.95337,0.0,15.5,511.0,DREDGE BRUNSWICK,,,,restricted maneuverability,82.3,,,,264.5-598.5,367633030,2017-12-20T01:36:37,34.22681,-77.95392,0.0,-165.8,511.0,DANCING GIRL,,WDH5942,1019,,22.86,,,,264.5-598.5
338143158,2017-12-20T01:36:35,34.24883,-77.95337,0.0,15.5,511.0,DREDGE BRUNSWICK,,,,restricted maneuverability,82.3,,,,264.5-599,367633030,2017-12-20T01:36:37,34.22681,-77.95392,0.0,-165.8,511.0,DANCING GIRL,,WDH5942,1019,,22.86,,,,264.5-599
367384580,2017-12-20T16:10:09,39.75023,-74.11458,0.0,0.0,511.0,KATHY ANN,IMO8813908,WDE6768,1001,,27.44,7.96,,,306-569.5,367406910,2017-12-20T16:10:10,39.76094,-74.10835,0.0,-89.8,30.0,FRANCES ANNE,,WDE8555,1001,,20.48,5.9,,,306-569.5
367384580,2017-12-20T16:10:09,39.75023,-74.11458,0.0,0.0,511.0,KATHY ANN,IMO8813908,WDE6768,1001,,27.44,7.96,,,306-570,367406910,2017-12-20T16:10:10,39.76094,-74.10835,0.0,-89.8,30.0,FRANCES ANNE,,WDE8555,1001,,20.48,5.9,,,306-570
367384580,2017-12-20T16:10:09,39.75023,-74.11458,0.0,0.0,511.0,KATHY ANN,IMO8813908,WDE6768,1001,,27.44,7.96,,,306.5-569.5,367406910,2017-12-20T16:10:10,39.76094,-74.10835,0.0,-89.8,30.0,FRANCES ANNE,,WDE8555,1001,,20.48,5.9,,,306.5-569.5
367384580,2017-12-20T16:10:09,39.75023,-74.11458,0.0,0.0,511.0,KATHY ANN,IMO8813908,WDE6768,1001,,27.44,7.96,,,306.5-570,367406910,2017-12-20T16:10:10,39.76094,-74.10835,0.0,-89.8,30.0,FRANCES ANNE,,WDE8555,1001,,20.48,5.9,,,306.5-570
367531730,2017-12-20T17:48:02,40.70470,-73.97257,0.1,55.4,511.0,FDNY M6A,,WDG3984,,under way using engine,,,,,314-568.5,367503270,2017-12-20T17:48:03,40.70453,-73.97229,0.1,-178.6,511.0,FDNY M-6B,,WDF9255,1018,under way using engine,,,,,314-568.5
367531730,2017-12-20T17:48:02,40.70470,-73.97257,0.1,55.4,511.0,FDNY M6A,,WDG3984,,under way using engine,,,,,314-569,367503270,2017-12-20T17:48:03,40.70453,-73.97229,0.1,-178.6,511.0,FDNY M-6B,,WDF9255,1018,under way using engine,,,,,314-569
367531730,2017-12-20T17:48:02,40.70470,-73.97257,0.1,55.4,511.0,FDNY M6A,,WDG3984,,under way using engine,,,,,314.5-568.5,367503270,2017-12-20T17:48:03,40.70453,-73.97229,0.1,-178.6,511.0,FDNY M-6B,,WDF9255,1018,under way using engine,,,,,314.5-568.5
367531730,2017-12-20T17:48:02,40.70470,-73.97257,0.1,55.4,511.0,FDNY M6A,,WDG3984,,under way using engine,,,,,314.5-569,367503270,2017-12-20T17:48:03,40.70453,-73.97229,0.1,-178.6,511.0,FDNY M-6B,,WDF9255,1018,under way using engine,,,,,314.5-569
367739850,2017-12-20T18:35:34,40.73581,-73.97437,0.0,-49.6,511.0,CAPITOL PRINCESS,,WDI8561,1012,engaged in fishing,18.9,6.7,,,314-568.5,367452180,2017-12-20T18:35:35,40.79771,-73.98504,0.2,113.7,29.0,DENALI,IMO9592185,WDI8455,1025,under way using engine,38.59,11,4.1,57,314-568.5
367739850,2017-12-20T18:35:34,40.73581,-73.97437,0.0,-49.6,511.0,CAPITOL PRINCESS,,WDI8561,1012,engaged in fishing,18.9,6.7,,,314-569,367452180,2017-12-20T18:35:35,40.79771,-73.98504,0.2,113.7,29.0,DENALI,IMO9592185,WDI8455,1025,under way using engine,38.59,11,4.1,57,314-569
367739850,2017-12-20T18:35:34,40.73581,-73.97437,0.0,-49.6,511.0,CAPITOL PRINCESS,,WDI8561,1012,engaged in fishing,18.9,6.7,,,314.5-568.5,367452180,2017-12-20T18:35:35,40.79771,-73.98504,0.2,113.7,29.0,DENALI,IMO9592185,WDI8455,1025,under way using engine,38.59,11,4.1,57,314.5-568.5
367739850,2017-12-20T18:35:34,40.73581,-73.97437,0.0,-49.6,511.0,CAPITOL PRINCESS,,WDI8561,1012,engaged in fishing,18.9,6.7,,,314.5-569,367452180,2017-12-20T18:35:35,40.79771,-73.98504,0.2,113.7,29.0,DENALI,IMO9592185,WDI8455,1025,under way using engine,38.59,11,4.1,57,314.5-569
367707930,2017-12-21T02:21:50,40.65043,-74.08729,4.4,-160.5,251.0,JONATHAN C MORAN,IMO9799288,WDI5374,1025,under way using engine,27.04,,,,313-568.5,636014514,2017-12-21T02:21:50,40.64592,-74.09517,0.0,143.0,264.0,OCEAN LION,IMO9296248,A8UK7,1004,moored,224.94,32.26,,,313-568.5
367707930,2017-12-21T02:21:50,40.65043,-74.08729,4.4,-160.5,251.0,JONATHAN C MORAN,IMO9799288,WDI5374,1025,under way using engine,27.04,,,,313-569,636014514,2017-12-21T02:21:50,40.64592,-74.09517,0.0,143.0,264.0,OCEAN LION,IMO9296248,A8UK7,1004,moored,224.94,32.26,,,313-569
367707930,2017-12-21T02:21:50,40.65043,-74.08729,4.4,-160.5,251.0,JONATHAN C MORAN,IMO9799288,WDI5374,1025,under way using engine,27.04,,,,313.5-568.5,636014514,2017-12-21T02:21:50,40.64592,-74.09517,0.0,143.0,264.0,OCEAN LION,IMO9296248,A8UK7,1004,moored,224.94,32.26,,,313.5-568.5
367707930,2017-12-21T02:21:50,40.65043,-74.08729,4.4,-160.5,251.0,JONATHAN C MORAN,IMO9799288,WDI5374,1025,under way using engine,27.04,,,,313.5-569,636014514,2017-12-21T02:21:50,40.64592,-74.09517,0.0,143.0,264.0,OCEAN LION,IMO9296248,A8UK7,1004,moored,224.94,32.26,,,313.5-569
367308150,2017-12-21T09:22:46,34.22412,-77.95458,0.0,-166.9,511.0,CAPE MAY,IMO7306790,WYT8068,1025,under way using engine,32.62,10.37,,,264-598.5,366909510,2017-12-21T09:22:48,34.22665,-77.95344,0.0,-148.0,511.0,MARGARET MCALLISTER,IMO8990469,WDB5426,1025,under way using engine,32.31,9.44,4.3,52,264-598.5
367308150,2017-12-21T09:22:46,34.22412,-77.95458,0.0,-166.9,511.0,CAPE MAY,IMO7306790,WYT8068,1025,under way using engine,32.62,10.37,,,264-599,366909510,2017-12-21T09:22:48,34.22665,-77.95344,0.0,-148.0,511.0,MARGARET MCALLISTER,IMO8990469,WDB5426,1025,under way using engine,32.31,9.44,4.3,52,264-599
367308150,2017-12-21T09:22:46,34.22412,-77.95458,0.0,-166.9,511.0,CAPE MAY,IMO7306790,WYT8068,1025,under way using engine,32.62,10.37,,,264.5-598.5,366909510,2017-12-21T09:22:48,34.22665,-77.95344,0.0,-148.0,511.0,MARGARET MCALLISTER,IMO8990469,WDB5426,1025,under way using engine,32.31,9.44,4.3,52,264.5-598.5
367308150,2017-12-21T09:22:46,34.22412,-77.95458,0.0,-166.9,511.0,CAPE MAY,IMO7306790,WYT8068,1025,under way using engine,32.62,10.37,,,264.5-599,366909510,2017-12-21T09:22:48,34.22665,-77.95344,0.0,-148.0,511.0,MARGARET MCALLISTER,IMO8990469,WDB5426,1025,under way using engine,32.31,9.44,4.3,52,264.5-599
366902330,2017-12-21T14:44:14,40.70224,-74.02246,26.1,-73.0,511.0,BAYONNE,,WDH3843,1012,under way using engine,23.93,8.7,,,314-568.5,367677130,2017-12-21T14:44:13,40.70185,-73.99992,6.7,33.6,42.0,BARRY SILVERTON,IMO9792785,WDI2338,1025,moored,33.92,,,,314-568.5
366902330,2017-12-21T14:44:14,40.70224,-74.02246,26.1,-73.0,511.0,BAYONNE,,WDH3843,1012,under way using engine,23.93,8.7,,,314-569,367677130,2017-12-21T14:44:13,40.70185,-73.99992,6.7,33.6,42.0,BARRY SILVERTON,IMO9792785,WDI2338,1025,moored,33.92,,,,314-569
366902330,2017-12-21T14:44:14,40.70224,-74.02246,26.1,-73.0,511.0,BAYONNE,,WDH3843,1012,under way using engine,23.93,8.7,,,314.5-568.5,367677130,2017-12-21T14:44:13,40.70185,-73.99992,6.7,33.6,42.0,BARRY SILVERTON,IMO9792785,WDI2338,1025,moored,33.92,,,,314.5-568.5
366902330,2017-12-21T14:44:14,40.70224,-74.02246,26.1,-73.0,511.0,BAYONNE,,WDH3843,1012,under way using engine,23.93,8.7,,,314.5-569,367677130,2017-12-21T14:44:13,40.70185,-73.99992,6.7,33.6,42.0,BARRY SILVERTON,IMO9792785,WDI2338,1025,moored,33.92,,,,314.5-569
367019970,2017-12-21T15:06:57,40.71237,-73.97275,8.9,27.4,511.0,DIANE_B,IMO106000000,WCX7343,0,under way using engine,0,0,0.0,0,314-568.5,366834150,2017-12-21T15:07:02,40.75524,-74.01264,23.2,45.1,511.0,AUSTIN TOBIN,,WDG2935,1012,under way using engine,19.78,5.3,,,314-568.5
367019970,2017-12-21T15:06:57,40.71237,-73.97275,8.9,27.4,511.0,DIANE_B,IMO106000000,WCX7343,0,under way using engine,0,0,0.0,0,314-569,366834150,2017-12-21T15:07:02,40.75524,-74.01264,23.2,45.1,511.0,AUSTIN TOBIN,,WDG2935,1012,under way using engine,19.78,5.3,,,314-569
367019970,2017-12-21T15:06:57,40.71237,-73.97275,8.9,27.4,511.0,DIANE_B,IMO106000000,WCX7343,0,under way using engine,0,0,0.0,0,314.5-568.5,366834150,2017-12-21T15:07:02,40.75524,-74.01264,23.2,45.1,511.0,AUSTIN TOBIN,,WDG2935,1012,under way using engine,19.78,5.3,,,314.5-568.5
367019970,2017-12-21T15:06:57,40.71237,-73.97275,8.9,27.4,511.0,DIANE_B,IMO106000000,WCX7343,0,under way using engine,0,0,0.0,0,314.5-569,366834150,2017-12-21T15:07:02,40.75524,-74.01264,23.2,45.1,511.0,AUSTIN TOBIN,,WDG2935,1012,under way using engine,19.78,5.3,,,314.5-569
366999412,2017-12-21T17:38:56,40.63877,-74.15624,0.0,89.3,511.0,HAYWARD,,AEEA,1018,under way using engine,37.8,,,,313-569.5,367563930,2017-12-21T17:38:52,40.64379,-74.18766,8.5,50.9,51.0,DEAN REINAUER,IMO9653264,WDG7107,1025,under way using engine,35.64,10.67,,,313-569.5
366999412,2017-12-21T17:38:56,40.63877,-74.15624,0.0,89.3,511.0,HAYWARD,,AEEA,1018,under way using engine,37.8,,,,313-570,367563930,2017-12-21T17:38:52,40.64379,-74.18766,8.5,50.9,51.0,DEAN REINAUER,IMO9653264,WDG7107,1025,under way using engine,35.64,10.67,,,313-570
366999412,2017-12-21T17:38:56,40.63877,-74.15624,0.0,89.3,511.0,HAYWARD,,AEEA,1018,under way using engine,37.8,,,,313.5-569.5,367563930,2017-12-21T17:38:52,40.64379,-74.18766,8.5,50.9,51.0,DEAN REINAUER,IMO9653264,WDG7107,1025,under way using engine,35.64,10.67,,,313.5-569.5
366999412,2017-12-21T17:38:56,40.63877,-74.15624,0.0,89.3,511.0,HAYWARD,,AEEA,1018,under way using engine,37.8,,,,313.5-570,367563930,2017-12-21T17:38:52,40.64379,-74.18766,8.5,50.9,51.0,DEAN REINAUER,IMO9653264,WDG7107,1025,under way using engine,35.64,10.67,,,313.5-570
367477980,2017-12-22T11:39:43,39.87616,-75.20372,7.5,44.4,46.0,OYSTER CREEK,IMO9569451,WDF6802,1025,under way using engine,29.16,9.8,,,307-577.5,367036000,2017-12-22T11:39:40,39.84605,-75.26669,0.0,-177.6,77.0,PACIFIC RELIANCE,IMO9386548,WDI7757,1025,moored,41.14,12.8,6.9,31,307-577.5
367477980,2017-12-22T11:39:43,39.87616,-75.20372,7.5,44.4,46.0,OYSTER CREEK,IMO9569451,WDF6802,1025,under way using engine,29.16,9.8,,,307-578,367036000,2017-12-22T11:39:40,39.84605,-75.26669,0.0,-177.6,77.0,PACIFIC RELIANCE,IMO9386548,WDI7757,1025,moored,41.14,12.8,6.9,31,307-578
367477980,2017-12-22T11:39:43,39.87616,-75.20372,7.5,44.4,46.0,OYSTER CREEK,IMO9569451,WDF6802,1025,under way using engine,29.16,9.8,,,307.5-577.5,367036000,2017-12-22T11:39:40,39.84605,-75.26669,0.0,-177.6,77.0,PACIFIC RELIANCE,IMO9386548,WDI7757,1025,moored,41.14,12.8,6.9,31,307.5-577.5
367477980,2017-12-22T11:39:43,39.87616,-75.20372,7.5,44.4,46.0,OYSTER CREEK,IMO9569451,WDF6802,1025,under way using engine,29.16,9.8,,,307.5-578,367036000,2017-12-22T11:39:40,39.84605,-75.26669,0.0,-177.6,77.0,PACIFIC RELIANCE,IMO9386548,WDI7757,1025,moored,41.14,12.8,6.9,31,307.5-578
367668450,2017-12-22T12:12:34,40.70479,-73.97274,0.0,0.0,511.0,WILLIAM M FEEHAN,,WDH9474,,under way using engine,,,,,314-568.5,367791550,2017-12-22T12:12:39,40.70362,-74.00606,0.2,119.9,238.0,FLYER,,WDJ5814,1012,undefined,24.51,,,,314-568.5
367668450,2017-12-22T12:12:34,40.70479,-73.97274,0.0,0.0,511.0,WILLIAM M FEEHAN,,WDH9474,,under way using engine,,,,,314-569,367791550,2017-12-22T12:12:39,40.70362,-74.00606,0.2,119.9,238.0,FLYER,,WDJ5814,1012,undefined,24.51,,,,314-569
367668450,2017-12-22T12:12:34,40.70479,-73.97274,0.0,0.0,511.0,WILLIAM M FEEHAN,,WDH9474,,under way using engine,,,,,314.5-568.5,367791550,2017-12-22T12:12:39,40.70362,-74.00606,0.2,119.9,238.0,FLYER,,WDJ5814,1012,undefined,24.51,,,,314.5-568.5
367668450,2017-12-22T12:12:34,40.70479,-73.97274,0.0,0.0,511.0,WILLIAM M FEEHAN,,WDH9474,,under way using engine,,,,,314.5-569,367791550,2017-12-22T12:12:39,40.70362,-74.00606,0.2,119.9,238.0,FLYER,,WDJ5814,1012,undefined,24.51,,,,314.5-569
367116570,2017-12-22T18:19:21,40.63663,-74.07318,0.1,-148.0,511.0,SORENSEN MILLER,,WDD2540,1012,under way using engine,32,7.6,,,313-568.5,367143860,2017-12-22T18:19:21,40.68623,-74.07755,0.0,-160.9,511.0,SEA FOX_,IMO7129465,WDD4373,32,under way using engine,23,8,3.0,32,313-568.5
367116570,2017-12-22T18:19:21,40.63663,-74.07318,0.1,-148.0,511.0,SORENSEN MILLER,,WDD2540,1012,under way using engine,32,7.6,,,313-569,367143860,2017-12-22T18:19:21,40.68623,-74.07755,0.0,-160.9,511.0,SEA FOX_,IMO7129465,WDD4373,32,under way using engine,23,8,3.0,32,313-569
367116570,2017-12-22T18:19:21,40.63663,-74.07318,0.1,-148.0,511.0,SORENSEN MILLER,,WDD2540,1012,under way using engine,32,7.6,,,313.5-568.5,367143860,2017-12-22T18:19:21,40.68623,-74.07755,0.0,-160.9,511.0,SEA FOX_,IMO7129465,WDD4373,32,under way using engine,23,8,3.0,32,313.5-568.5
367116570,2017-12-22T18:19:21,40.63663,-74.07318,0.1,-148.0,511.0,SORENSEN MILLER,,WDD2540,1012,under way using engine,32,7.6,,,313.5-569,367143860,2017-12-22T18:19:21,40.68623,-74.07755,0.0,-160.9,511.0,SEA FOX_,IMO7129465,WDD4373,32,under way using engine,23,8,3.0,32,313.5-569
338936000,2017-12-22T20:14:39,36.94382,-76.32962,0.0,130.0,511.0,USS NORMANDY,,NVVV,1018,undefined,163.62,,,0,285-586.5,367761470,2017-12-22T20:14:37,36.96949,-76.41489,0.5,15.3,511.0,MISTRESS,IMO8719712,WDJ2763,1001,,25.61,6.73,,,285-586.5
338936000,2017-12-22T20:14:39,36.94382,-76.32962,0.0,130.0,511.0,USS NORMANDY,,NVVV,1018,undefined,163.62,,,0,285-587,367761470,2017-12-22T20:14:37,36.96949,-76.41489,0.5,15.3,511.0,MISTRESS,IMO8719712,WDJ2763,1001,,25.61,6.73,,,285-587
338936000,2017-12-22T20:14:39,36.94382,-76.32962,0.0,130.0,511.0,USS NORMANDY,,NVVV,1018,undefined,163.62,,,0,285.5-586.5,367761470,2017-12-22T20:14:37,36.96949,-76.41489,0.5,15.3,511.0,MISTRESS,IMO8719712,WDJ2763,1001,,25.61,6.73,,,285.5-586.5
338936000,2017-12-22T20:14:39,36.94382,-76.32962,0.0,130.0,511.0,USS NORMANDY,,NVVV,1018,undefined,163.62,,,0,285.5-587,367761470,2017-12-22T20:14:37,36.96949,-76.41489,0.5,15.3,511.0,MISTRESS,IMO8719712,WDJ2763,1001,,25.61,6.73,,,285.5-587
311498000,2017-12-22T20:19:49,40.60875,-74.20446,4.5,182.3,170.0,AUSTRALIAN SPIRIT,IMO9247455,C6FW3,1024,under way using engine,256.17,44.84,,,313-569.5,367686940,2017-12-22T20:19:46,40.64188,-74.13171,0.0,-49.6,511.0,NORMANDY,IMO8735235,WDI3305,1025,under way using engine,24.05,8.2,,,313-569.5
311498000,2017-12-22T20:19:49,40.60875,-74.20446,4.5,182.3,170.0,AUSTRALIAN SPIRIT,IMO9247455,C6FW3,1024,under way using engine,256.17,44.84,,,313-570,367686940,2017-12-22T20:19:46,40.64188,-74.13171,0.0,-49.6,511.0,NORMANDY,IMO8735235,WDI3305,1025,under way using engine,24.05,8.2,,,313-570
311498000,2017-12-22T20:19:49,40.60875,-74.20446,4.5,182.3,170.0,AUSTRALIAN SPIRIT,IMO9247455,C6FW3,1024,under way using engine,256.17,44.84,,,313.5-569.5,367686940,2017-12-22T20:19:46,40.64188,-74.13171,0.0,-49.6,511.0,NORMANDY,IMO8735235,WDI3305,1025,under way using engine,24.05,8.2,,,313.5-569.5
311498000,2017-12-22T20:19:49,40.60875,-74.20446,4.5,182.3,170.0,AUSTRALIAN SPIRIT,IMO9247455,C6FW3,1024,under way using engine,256.17,44.84,,,313.5-570,367686940,2017-12-22T20:19:46,40.64188,-74.13171,0.0,-49.6,511.0,NORMANDY,IMO8735235,WDI3305,1025,under way using engine,24.05,8.2,,,313.5-570
367707930,2017-12-22T20:20:25,40.64154,-74.12955,0.0,-71.8,102.0,JONATHAN C MORAN,IMO9799288,WDI5374,1025,moored,27.04,,,,313-569.5,367158530,2017-12-22T20:20:22,40.64152,-74.13132,0.0,108.4,511.0,PEGASUS,,WDD5445,52,under way sailing,0,0,10.0,52,313-569.5
367707930,2017-12-22T20:20:25,40.64154,-74.12955,0.0,-71.8,102.0,JONATHAN C MORAN,IMO9799288,WDI5374,1025,moored,27.04,,,,313-570,367158530,2017-12-22T20:20:22,40.64152,-74.13132,0.0,108.4,511.0,PEGASUS,,WDD5445,52,under way sailing,0,0,10.0,52,313-570
367707930,2017-12-22T20:20:25,40.64154,-74.12955,0.0,-71.8,102.0,JONATHAN C MORAN,IMO9799288,WDI5374,1025,moored,27.04,,,,313.5-569.5,367158530,2017-12-22T20:20:22,40.64152,-74.13132,0.0,108.4,511.0,PEGASUS,,WDD5445,52,under way sailing,0,0,10.0,52,313.5-569.5
367707930,2017-12-22T20:20:25,40.64154,-74.12955,0.0,-71.8,102.0,JONATHAN C MORAN,IMO9799288,WDI5374,1025,moored,27.04,,,,313.5-570,367158530,2017-12-22T20:20:22,40.64152,-74.13132,0.0,108.4,511.0,PEGASUS,,WDD5445,52,under way sailing,0,0,10.0,52,313.5-570
367560590,2017-12-22T21:06:57,40.66770,-74.07216,0.0,77.9,305.0,RED HOOK,IMO9650717,WDG6782,1025,under way using engine,28.65,9.75,,,313-568.5,338862000,2017-12-22T21:06:57,40.66082,-74.01885,7.6,62.6,57.0,FORT SCHUYLER,IMO9781334,WDI2150,1025,under way using engine,29.16,,,,313-568.5
367560590,2017-12-22T21:06:57,40.66770,-74.07216,0.0,77.9,305.0,RED HOOK,IMO9650717,WDG6782,1025,under way using engine,28.65,9.75,,,313-569,338862000,2017-12-22T21:06:57,40.66082,-74.01885,7.6,62.6,57.0,FORT SCHUYLER,IMO9781334,WDI2150,1025,under way using engine,29.16,,,,313-569
367560590,2017-12-22T21:06:57,40.66770,-74.07216,0.0,77.9,305.0,RED HOOK,IMO9650717,WDG6782,1025,under way using engine,28.65,9.75,,,313.5-568.5,338862000,2017-12-22T21:06:57,40.66082,-74.01885,7.6,62.6,57.0,FORT SCHUYLER,IMO9781334,WDI2150,1025,under way using engine,29.16,,,,313.5-568.5
367560590,2017-12-22T21:06:57,40.66770,-74.07216,0.0,77.9,305.0,RED HOOK,IMO9650717,WDG6782,1025,under way using engine,28.65,9.75,,,313.5-569,338862000,2017-12-22T21:06:57,40.66082,-74.01885,7.6,62.6,57.0,FORT SCHUYLER,IMO9781334,WDI2150,1025,under way using engine,29.16,,,,313.5-569
367754120,2017-12-22T21:48:34,40.68984,-74.04703,0.1,70.6,511.0,MISS NEW JERSEY,,WDI9983,1012,undefined,37.46,9.9,,,313-568.5,367061980,2017-12-22T21:48:34,40.65400,-74.08602,0.0,-160.1,203.0,KIMBERLY TURECAMO,IMO7914573,WDC6838,1025,under way using engine,30.21,9.78,,57,313-568.5
